Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,167358,Northeastern University,1,Main Campus,19798,2,2,0
2015,167358,Northeastern University,1,Main Campus,19940,3,4,5
2016,167358,Northeastern University,1,Main Campus,20381,0,3,1
