Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,167358,Northeastern University,1,Main Campus,19798,9,5,0
2015,167358,Northeastern University,1,Main Campus,19940,2,0,2
2016,167358,Northeastern University,1,Main Campus,20381,5,0,1
