Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,194310,Pace University-New York,1,Pace University,12857,0,1,0
2015,194310,Pace University-New York,1,Pace University,12843,0,0,0
2016,194310,Pace University-New York,1,Pace University,13245,0,0,0
