Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,157085,University of Kentucky,1,University of KY,29203,15,6,6
2015,157085,University of Kentucky,1,University of KY,29727,16,6,5
2016,157085,University of Kentucky,1,University of KY,29781,7,16,24
