Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,139658,Emory University,1,Main Campus,14769,4,9,11
2015,139658,Emory University,1,Main Campus,13788,1,3,17
2016,139658,Emory University,1,Main Campus,14067,4,2,17
