Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,139755,Georgia Institute of Technology-Main Campus,1,Main Campus,23109,3,6,8
2015,139755,Georgia Institute of Technology-Main Campus,1,Main Campus,25034,3,5,9
2016,139755,Georgia Institute of Technology-Main Campus,1,Main Campus,26839,3,7,7
