Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,139755,Georgia Institute of Technology-Main Campus,1,Main Campus,23109,2,6,4
2015,139755,Georgia Institute of Technology-Main Campus,1,Main Campus,25034,1,1,3
2016,139755,Georgia Institute of Technology-Main Campus,1,Main Campus,26839,2,3,2
