Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,225511,University of Houston,1,Central Campus,40914,3,22,8
2015,225511,University of Houston,1,Central Campus,42704,0,22,15
2016,225511,University of Houston,1,Central Campus,43774,12,40,53
