Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,122597,San Francisco State University,1,Main Campus,29465,0,4,3
2015,122597,San Francisco State University,1,Main Campus,30256,3,1,10
2016,122597,San Francisco State University,1,Main Campus,29045,1,5,8
