Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,126614,University of Colorado Boulder,1,Main Campus,32432,0,0,0
2015,126614,University of Colorado Boulder,1,Main Campus,33056,0,0,0
2016,126614,University of Colorado Boulder,1,Main Campus,33977,1,0,0
