Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,126614,University of Colorado Boulder,1,Main Campus,32432,7,1,1
2015,126614,University of Colorado Boulder,1,Main Campus,33056,15,4,8
2016,126614,University of Colorado Boulder,1,Main Campus,33977,12,0,2
