Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,126614,University of Colorado Boulder,1,Main Campus,32432,4,0,1
2015,126614,University of Colorado Boulder,1,Main Campus,33056,2,0,0
2016,126614,University of Colorado Boulder,1,Main Campus,33977,0,0,0
