Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,215293,University of Pittsburgh-Pittsburgh Campus,1,Main Campus,28617,0,0,0
2015,215293,University of Pittsburgh-Pittsburgh Campus,1,Main Campus,28649,0,0,0
2016,215293,University of Pittsburgh-Pittsburgh Campus,1,Main Campus,28664,0,0,0
