Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,147767,Northwestern University,1,Main Campus,21554,0,4,3
2015,147767,Northwestern University,1,Main Campus,21655,0,3,5
2016,147767,Northwestern University,1,Main Campus,21823,0,1,4
