Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,105330,Northern Arizona University,1,Flagstaff Mountain Campus,27705,13,0,0
2015,105330,Northern Arizona University,1,Flagstaff Mountain Campus,29021,18,0,0
2016,105330,Northern Arizona University,1,Flagstaff Mountain Campus,30361,4,0,0
