Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,145637,University of Illinois at Urbana-Champaign,1,Main Campus,45140,3,0,0
2015,145637,University of Illinois at Urbana-Champaign,1,Main Campus,45842,6,0,3
2016,145637,University of Illinois at Urbana-Champaign,1,Main Campus,46951,0,0,0
