Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,145637,University of Illinois at Urbana-Champaign,1,Main Campus,45140,6,0,2
2015,145637,University of Illinois at Urbana-Champaign,1,Main Campus,45842,7,0,7
2016,145637,University of Illinois at Urbana-Champaign,1,Main Campus,46951,14,0,10
