Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,123961,University of Southern California,1,University Park Campus,42453,3,1,0
2015,123961,University of Southern California,1,University Park Campus,43401,1,5,0
2016,123961,University of Southern California,1,University Park Campus,43871,3,2,0
