,Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking,Location,There are no data to download.
1,2015.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,20676.0,7.0,1.0,14.0,On_campus,
2,2016.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,20474.0,13.0,0.0,12.0,On_campus,
0,2014.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,21674.0,1.0,1.0,0.0,Public_Property,
1,2015.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,20676.0,1.0,0.0,0.0,Public_Property,
2,2016.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,20474.0,1.0,1.0,0.0,Public_Property,
0,2014.0,225511.0,University of Houston,1.0,Central Campus,40914.0,0.0,0.0,0.0,Noncampus,
1,2015.0,225511.0,University of Houston,1.0,Central Campus,42704.0,0.0,0.0,0.0,Noncampus,
2,2016.0,225511.0,University of Houston,1.0,Central Campus,43774.0,1.0,0.0,0.0,Noncampus,
0,2014.0,225511.0,University of Houston,1.0,Central Campus,40914.0,3.0,22.0,8.0,On_campus,
1,2015.0,225511.0,University of Houston,1.0,Central Campus,42704.0,0.0,22.0,15.0,On_campus,
2,2016.0,225511.0,University of Houston,1.0,Central Campus,43774.0,12.0,40.0,53.0,On_campus,
0,2014.0,225511.0,University of Houston,1.0,Central Campus,40914.0,0.0,19.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,225511.0,University of Houston,1.0,Central Campus,42704.0,0.0,15.0,6.0,On_campus_Student_Housing_Facilities,
2,2016.0,225511.0,University of Houston,1.0,Central Campus,43774.0,11.0,19.0,21.0,On_campus_Student_Housing_Facilities,
0,2014.0,225511.0,University of Houston,1.0,Central Campus,40914.0,0.0,2.0,0.0,Public_Property,
1,2015.0,225511.0,University of Houston,1.0,Central Campus,42704.0,0.0,0.0,0.0,Public_Property,
2,2016.0,225511.0,University of Houston,1.0,Central Campus,43774.0,2.0,3.0,0.0,Public_Property,
0,2014.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,27969.0,0.0,0.0,0.0,Noncampus,
1,2015.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29048.0,0.0,0.0,0.0,Noncampus,
2,2016.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29120.0,0.0,0.0,0.0,Noncampus,
0,2014.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,27969.0,5.0,0.0,4.0,On_campus,
1,2015.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29048.0,6.0,0.0,7.0,On_campus,
2,2016.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29120.0,8.0,0.0,12.0,On_campus,
0,2014.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,27969.0,3.0,0.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29048.0,4.0,0.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29120.0,4.0,0.0,1.0,On_campus_Student_Housing_Facilities,
0,2014.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,27969.0,4.0,0.0,0.0,Public_Property,
1,2015.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29048.0,6.0,0.0,0.0,Public_Property,
2,2016.0,145600.0,University of Illinois at Chicago,1.0,University of Illinois at Chicago – Chicago Campus East,29120.0,3.0,0.0,0.0,Public_Property,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,2.0,0.0,0.0,Noncampus,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,1.0,0.0,1.0,Noncampus,
2,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,6.0,0.0,2.0,Noncampus,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,14.0,0.0,3.0,On_campus,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,13.0,0.0,23.0,On_campus,
2,2015.0,145637.0,University of Illinois at Urbana-Champaign,3.0,Illini Center,45842.0,0.0,0.0,0.0,On_campus,
3,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,16.0,0.0,44.0,On_campus,
4,2016.0,145637.0,University of Illinois at Urbana-Champaign,3.0,Illini Center,46951.0,0.0,0.0,0.0,On_campus,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,6.0,0.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,7.0,0.0,7.0,On_campus_Student_Housing_Facilities,
2,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,14.0,0.0,10.0,On_campus_Student_Housing_Facilities,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,3.0,0.0,0.0,Public_Property,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,6.0,0.0,3.0,Public_Property,
2,2015.0,145637.0,University of Illinois at Urbana-Champaign,3.0,Illini Center,45842.0,0.0,0.0,0.0,Public_Property,
3,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,0.0,0.0,0.0,Public_Property,
4,2016.0,145637.0,University of Illinois at Urbana-Champaign,3.0,Illini Center,46951.0,0.0,0.0,0.0,Public_Property,
0,2014.0,157085.0,University of Kentucky,1.0,University of KY,29203.0,2.0,0.0,0.0,Noncampus,
1,2015.0,157085.0,University of Kentucky,1.0,University of KY,29727.0,0.0,0.0,0.0,Noncampus,
2,2016.0,157085.0,University of Kentucky,1.0,University of KY,29781.0,1.0,0.0,0.0,Noncampus,
0,2014.0,157085.0,University of Kentucky,1.0,University of KY,29203.0,15.0,6.0,6.0,On_campus,
1,2015.0,157085.0,University of Kentucky,1.0,University of KY,29727.0,16.0,6.0,5.0,On_campus,
2,2016.0,157085.0,University of Kentucky,1.0,University of KY,29781.0,7.0,16.0,24.0,On_campus,
0,2014.0,157085.0,University of Kentucky,1.0,University of KY,29203.0,5.0,3.0,1.0,On_campus_Student_Housing_Facilities,
1,2015.0,157085.0,University of Kentucky,1.0,University of KY,29727.0,1.0,3.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,157085.0,University of Kentucky,1.0,University of KY,29781.0,4.0,8.0,11.0,On_campus_Student_Housing_Facilities,
0,2014.0,157085.0,University of Kentucky,1.0,University of KY,29203.0,1.0,0.0,0.0,Public_Property,
1,2015.0,157085.0,University of Kentucky,1.0,University of KY,29727.0,2.0,0.0,0.0,Public_Property,
2,2016.0,157085.0,University of Kentucky,1.0,University of KY,29781.0,0.0,0.0,0.0,Public_Property,
0,2014.0,163286.0,University of Maryland-College Park,1.0,Main Campus,37610.0,0.0,0.0,0.0,Noncampus,
1,2015.0,163286.0,University of Maryland-College Park,1.0,Main Campus,38140.0,0.0,0.0,0.0,Noncampus,
2,2016.0,163286.0,University of Maryland-College Park,1.0,Main Campus,39083.0,0.0,0.0,0.0,Noncampus,
0,2014.0,163286.0,University of Maryland-College Park,1.0,Main Campus,37610.0,2.0,9.0,13.0,On_campus,
1,2015.0,163286.0,University of Maryland-College Park,1.0,Main Campus,38140.0,2.0,5.0,12.0,On_campus,
2,2016.0,163286.0,University of Maryland-College Park,1.0,Main Campus,39083.0,3.0,7.0,4.0,On_campus,
0,2014.0,163286.0,University of Maryland-College Park,1.0,Main Campus,37610.0,0.0,4.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,163286.0,University of Maryland-College Park,1.0,Main Campus,38140.0,2.0,2.0,5.0,On_campus_Student_Housing_Facilities,
2,2016.0,163286.0,University of Maryland-College Park,1.0,Main Campus,39083.0,1.0,6.0,2.0,On_campus_Student_Housing_Facilities,
0,2014.0,163286.0,University of Maryland-College Park,1.0,Main Campus,37610.0,0.0,0.0,0.0,Public_Property,
1,2015.0,163286.0,University of Maryland-College Park,1.0,Main Campus,38140.0,0.0,0.0,0.0,Public_Property,
2,2016.0,163286.0,University of Maryland-College Park,1.0,Main Campus,39083.0,0.0,0.0,0.0,Public_Property,
0,2014.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43625.0,1.0,0.0,2.0,Noncampus,
1,2015.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43651.0,0.0,1.0,1.0,Noncampus,
2,2016.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,44718.0,0.0,0.0,0.0,Noncampus,
0,2014.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43625.0,8.0,12.0,16.0,On_campus,
1,2015.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43651.0,8.0,29.0,23.0,On_campus,
2,2016.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,44718.0,3.0,22.0,24.0,On_campus,
0,2014.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43625.0,1.0,5.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43651.0,2.0,5.0,8.0,On_campus_Student_Housing_Facilities,
2,2016.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,44718.0,1.0,6.0,4.0,On_campus_Student_Housing_Facilities,
0,2014.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43625.0,2.0,0.0,0.0,Public_Property,
1,2015.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,43651.0,0.0,0.0,0.0,Public_Property,
2,2016.0,170976.0,University of Michigan-Ann Arbor,1.0,Ann Arbor campus,44718.0,0.0,1.0,1.0,Public_Property,
0,2014.0,176017.0,University of Mississippi,1.0,Main Campus,22503.0,0.0,0.0,0.0,Noncampus,
1,2015.0,176017.0,University of Mississippi,1.0,Main Campus,23212.0,0.0,0.0,0.0,Noncampus,
2,2016.0,176017.0,University of Mississippi,1.0,Main Campus,23610.0,1.0,0.0,0.0,Noncampus,
0,2014.0,176017.0,University of Mississippi,1.0,Main Campus,22503.0,11.0,0.0,1.0,On_campus,
1,2015.0,176017.0,University of Mississippi,1.0,Main Campus,23212.0,9.0,0.0,6.0,On_campus,
2,2016.0,176017.0,University of Mississippi,1.0,Main Campus,23610.0,10.0,0.0,4.0,On_campus,
0,2014.0,176017.0,University of Mississippi,1.0,Main Campus,22503.0,5.0,0.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,176017.0,University of Mississippi,1.0,Main Campus,23212.0,9.0,0.0,6.0,On_campus_Student_Housing_Facilities,
2,2016.0,176017.0,University of Mississippi,1.0,Main Campus,23610.0,6.0,0.0,0.0,On_campus_Student_Housing_Facilities,
0,2014.0,176017.0,University of Mississippi,1.0,Main Campus,22503.0,0.0,0.0,0.0,Public_Property,
1,2015.0,176017.0,University of Mississippi,1.0,Main Campus,23212.0,0.0,0.0,0.0,Public_Property,
2,2016.0,176017.0,University of Mississippi,1.0,Main Campus,23610.0,0.0,0.0,0.0,Public_Property,
0,2014.0,209551.0,University of Oregon,1.0,Main Campus,24096.0,1.0,1.0,1.0,Noncampus,
1,2015.0,209551.0,University of Oregon,1.0,Main Campus,24032.0,0.0,0.0,0.0,Noncampus,
2,2016.0,209551.0,University of Oregon,1.0,Main Campus,23546.0,0.0,0.0,1.0,Noncampus,
0,2014.0,209551.0,University of Oregon,1.0,Main Campus,24096.0,3.0,4.0,11.0,On_campus,
1,2014.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,24096.0,0.0,0.0,0.0,On_campus,
2,2014.0,209551.0,University of Oregon,3.0,University of Oregon-Portland Campus,24096.0,0.0,0.0,0.0,On_campus,
3,2015.0,209551.0,University of Oregon,1.0,Main Campus,24032.0,1.0,3.0,13.0,On_campus,
4,2015.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,24032.0,0.0,0.0,0.0,On_campus,
5,2015.0,209551.0,University of Oregon,3.0,University of Oregon-Portland Campus,24032.0,0.0,0.0,0.0,On_campus,
6,2016.0,209551.0,University of Oregon,1.0,Main Campus,23546.0,3.0,5.0,11.0,On_campus,
7,2016.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,23546.0,0.0,0.0,0.0,On_campus,
8,2016.0,209551.0,University of Oregon,3.0,University of Oregon-Portland Campus,23546.0,0.0,0.0,0.0,On_campus,
0,2014.0,209551.0,University of Oregon,1.0,Main Campus,24096.0,2.0,1.0,4.0,On_campus_Student_Housing_Facilities,
1,2014.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,24096.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
2,2015.0,209551.0,University of Oregon,1.0,Main Campus,24032.0,1.0,2.0,2.0,On_campus_Student_Housing_Facilities,
3,2015.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,24032.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
4,2016.0,209551.0,University of Oregon,1.0,Main Campus,23546.0,0.0,1.0,3.0,On_campus_Student_Housing_Facilities,
5,2016.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,23546.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
0,2014.0,209551.0,University of Oregon,1.0,Main Campus,24096.0,0.0,0.0,0.0,Public_Property,
1,2014.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,24096.0,0.0,0.0,0.0,Public_Property,
2,2014.0,209551.0,University of Oregon,3.0,University of Oregon-Portland Campus,24096.0,3.0,0.0,0.0,Public_Property,
3,2015.0,209551.0,University of Oregon,1.0,Main Campus,24032.0,0.0,0.0,0.0,Public_Property,
4,2015.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,24032.0,0.0,0.0,0.0,Public_Property,
5,2015.0,209551.0,University of Oregon,3.0,University of Oregon-Portland Campus,24032.0,2.0,0.0,0.0,Public_Property,
6,2016.0,209551.0,University of Oregon,1.0,Main Campus,23546.0,0.0,0.0,0.0,Public_Property,
7,2016.0,209551.0,University of Oregon,2.0,Oregon Institute of Marine Biology,23546.0,0.0,0.0,0.0,Public_Property,
8,2016.0,209551.0,University of Oregon,3.0,University of Oregon-Portland Campus,23546.0,0.0,0.0,0.0,Public_Property,
0,2014.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28617.0,0.0,0.0,0.0,Noncampus,
1,2015.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28649.0,0.0,0.0,0.0,Noncampus,
2,2016.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28664.0,0.0,0.0,0.0,Noncampus,
0,2014.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28617.0,0.0,5.0,4.0,On_campus,
1,2015.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28649.0,1.0,4.0,3.0,On_campus,
2,2016.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28664.0,1.0,1.0,4.0,On_campus,
0,2014.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28617.0,0.0,5.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28649.0,1.0,4.0,0.0,On_campus_Student_Housing_Facilities,
2,2016.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28664.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
0,2014.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28617.0,2.0,0.0,2.0,Public_Property,
1,2015.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28649.0,3.0,0.0,2.0,Public_Property,
2,2016.0,215293.0,University of Pittsburgh-Pittsburgh Campus,1.0,Main Campus,28664.0,1.0,0.0,1.0,Public_Property,
0,2014.0,123961.0,University of Southern California,1.0,University Park Campus,42453.0,2.0,0.0,1.0,Noncampus,
1,2015.0,123961.0,University of Southern California,1.0,University Park Campus,43401.0,4.0,0.0,2.0,Noncampus,
2,2016.0,123961.0,University of Southern California,1.0,University Park Campus,43871.0,0.0,0.0,2.0,Noncampus,
0,2014.0,123961.0,University of Southern California,1.0,University Park Campus,42453.0,0.0,1.0,6.0,On_campus,
1,2015.0,123961.0,University of Southern California,1.0,University Park Campus,43401.0,0.0,2.0,12.0,On_campus,
2,2016.0,123961.0,University of Southern California,1.0,University Park Campus,43871.0,1.0,1.0,9.0,On_campus,
0,2014.0,123961.0,University of Southern California,1.0,University Park Campus,42453.0,0.0,0.0,1.0,On_campus_Student_Housing_Facilities,
1,2015.0,123961.0,University of Southern California,1.0,University Park Campus,43401.0,0.0,0.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,123961.0,University of Southern California,1.0,University Park Campus,43871.0,1.0,1.0,4.0,On_campus_Student_Housing_Facilities,
0,2014.0,123961.0,University of Southern California,1.0,University Park Campus,42453.0,3.0,0.0,0.0,Public_Property,
1,2015.0,123961.0,University of Southern California,1.0,University Park Campus,43401.0,0.0,1.0,0.0,Public_Property,
2,2016.0,123961.0,University of Southern California,1.0,University Park Campus,43871.0,2.0,0.0,0.0,Public_Property,
0,2014.0,123961.0,University of Southern California,1.0,University Park Campus,42453.0,3.0,1.0,0.0,Reported_by_Local_State_Police,
1,2015.0,123961.0,University of Southern California,1.0,University Park Campus,43401.0,1.0,5.0,0.0,Reported_by_Local_State_Police,
2,2016.0,123961.0,University of Southern California,1.0,University Park Campus,43871.0,3.0,2.0,0.0,Reported_by_Local_State_Police,
0,2014.0,230764.0,University of Utah,1.0,Main Campus,31515.0,0.0,1.0,2.0,Noncampus,
1,2015.0,230764.0,University of Utah,1.0,Main Campus,31592.0,3.0,1.0,0.0,Noncampus,
2,2016.0,230764.0,University of Utah,1.0,Main Campus,31860.0,0.0,0.0,0.0,Noncampus,
0,2014.0,230764.0,University of Utah,1.0,Main Campus,31515.0,5.0,4.0,14.0,On_campus,
1,2015.0,230764.0,University of Utah,1.0,Main Campus,31592.0,6.0,1.0,28.0,On_campus,
2,2016.0,230764.0,University of Utah,1.0,Main Campus,31860.0,11.0,4.0,26.0,On_campus,
0,2014.0,230764.0,University of Utah,1.0,Main Campus,31515.0,3.0,2.0,1.0,On_campus_Student_Housing_Facilities,
1,2015.0,230764.0,University of Utah,1.0,Main Campus,31592.0,3.0,0.0,4.0,On_campus_Student_Housing_Facilities,
2,2016.0,230764.0,University of Utah,1.0,Main Campus,31860.0,4.0,1.0,6.0,On_campus_Student_Housing_Facilities,
0,2014.0,230764.0,University of Utah,1.0,Main Campus,31515.0,0.0,0.0,0.0,Public_Property,
1,2015.0,230764.0,University of Utah,1.0,Main Campus,31592.0,0.0,1.0,0.0,Public_Property,
2,2016.0,230764.0,University of Utah,1.0,Main Campus,31860.0,0.0,0.0,0.0,Public_Property,
0,2014.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23732.0,0.0,0.0,0.0,Noncampus,
1,2015.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23883.0,1.0,2.0,0.0,Noncampus,
2,2016.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23898.0,1.0,0.0,0.0,Noncampus,
0,2014.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23732.0,0.0,1.0,3.0,On_campus,
1,2015.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23883.0,7.0,1.0,11.0,On_campus,
2,2016.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23898.0,4.0,6.0,16.0,On_campus,
0,2014.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23732.0,0.0,1.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23883.0,1.0,0.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23898.0,0.0,1.0,4.0,On_campus_Student_Housing_Facilities,
0,2014.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23732.0,1.0,0.0,0.0,Public_Property,
1,2015.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23883.0,0.0,0.0,0.0,Public_Property,
2,2016.0,234076.0,University of Virginia-Main Campus,1.0,Main Campus,23898.0,0.0,0.0,0.0,Public_Property,
0,2014.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,44784.0,4.0,0.0,3.0,Noncampus,
1,2015.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45408.0,5.0,0.0,2.0,Noncampus,
2,2016.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45591.0,4.0,0.0,3.0,Noncampus,
0,2014.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,44784.0,18.0,1.0,21.0,On_campus,
1,2015.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45408.0,64.0,2.0,28.0,On_campus,
2,2016.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45591.0,21.0,3.0,37.0,On_campus,
0,2014.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,44784.0,8.0,0.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45408.0,21.0,1.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45591.0,4.0,0.0,4.0,On_campus_Student_Housing_Facilities,
0,2014.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,44784.0,0.0,0.0,0.0,Public_Property,
1,2015.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45408.0,0.0,0.0,5.0,Public_Property,
2,2016.0,236948.0,University of Washington-Seattle Campus,1.0,Main Campus,45591.0,0.0,0.0,0.0,Public_Property,
0,2014.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42598.0,4.0,0.0,1.0,Noncampus,
1,2015.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42716.0,0.0,0.0,0.0,Noncampus,
2,2016.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42582.0,0.0,0.0,0.0,Noncampus,
0,2014.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42598.0,2.0,8.0,23.0,On_campus,
1,2015.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42716.0,6.0,8.0,11.0,On_campus,
2,2016.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42582.0,6.0,6.0,28.0,On_campus,
0,2014.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42598.0,1.0,4.0,14.0,On_campus_Student_Housing_Facilities,
1,2015.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42716.0,1.0,2.0,8.0,On_campus_Student_Housing_Facilities,
2,2016.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42582.0,0.0,4.0,13.0,On_campus_Student_Housing_Facilities,
0,2014.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42598.0,0.0,2.0,1.0,Public_Property,
1,2015.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42716.0,0.0,1.0,0.0,Public_Property,
2,2016.0,240444.0,University of Wisconsin-Madison,1.0,Main Campus,42582.0,0.0,2.0,0.0,Public_Property,
