Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,164988,Boston University,1,Boston University Charles River Campus,32112,0,0,0
2015,164988,Boston University,1,Boston University Charles River Campus,32158,2,4,0
2016,164988,Boston University,1,Boston University Charles River Campus,32695,0,3,0
