Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,164988,Boston University,1,Boston University Charles River Campus,32112,0,8,15
2015,164988,Boston University,1,Boston University Charles River Campus,32158,4,5,12
2016,164988,Boston University,1,Boston University Charles River Campus,32695,7,5,15
