Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,164988,Boston University,1,Boston University Charles River Campus,32112,0,7,5
2015,164988,Boston University,1,Boston University Charles River Campus,32158,3,4,4
2016,164988,Boston University,1,Boston University Charles River Campus,32695,4,4,8
