Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,196413,Syracuse University,1,Main Campus,21492,0,0,1
2015,196413,Syracuse University,1,Main Campus,21789,0,0,0
2016,196413,Syracuse University,1,Main Campus,21970,0,0,0
