Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,110662,University of California-Los Angeles,1,UCLA,41845,4,0,0
2015,110662,University of California-Los Angeles,1,UCLA,41908,0,0,0
2016,110662,University of California-Los Angeles,1,UCLA,43548,5,4,1
