Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,193900,New York University,1,NYU Main Campus,49274,0,1,1
2015,193900,New York University,1,NYU Main Campus,50027,4,0,4
2016,193900,New York University,1,NYU Main Campus,50550,1,15,4
