Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,193900,New York University,1,NYU Main Campus,49274,0,0,0
2015,193900,New York University,1,NYU Main Campus,50027,0,0,3
2016,193900,New York University,1,NYU Main Campus,50550,1,1,2
