Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,236948,University of Washington-Seattle Campus,1,Main Campus,44784,18,1,21
2015,236948,University of Washington-Seattle Campus,1,Main Campus,45408,64,2,28
2016,236948,University of Washington-Seattle Campus,1,Main Campus,45591,21,3,37
