Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,230764,University of Utah,1,Main Campus,31515,3,2,1
2015,230764,University of Utah,1,Main Campus,31592,3,0,4
2016,230764,University of Utah,1,Main Campus,31860,4,1,6
