Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,240444,University of Wisconsin-Madison,1,Main Campus,42598,2,8,23
2015,240444,University of Wisconsin-Madison,1,Main Campus,42716,6,8,11
2016,240444,University of Wisconsin-Madison,1,Main Campus,42582,6,6,28
