Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,104179,University of Arizona,1,Main Campus,42236,14,2,3
2015,104179,University of Arizona,1,Main Campus,42595,15,2,10
2016,104179,University of Arizona,1,Main Campus,43161,14,7,2
