Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,104179,University of Arizona,1,Main Campus,42236,3,0,1
2015,104179,University of Arizona,1,Main Campus,42595,0,0,2
2016,104179,University of Arizona,1,Main Campus,43161,6,1,0
