Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,163286,University of Maryland-College Park,1,Main Campus,37610,2,9,13
2015,163286,University of Maryland-College Park,1,Main Campus,38140,2,5,12
2016,163286,University of Maryland-College Park,1,Main Campus,39083,3,7,4
