Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,211440,Carnegie Mellon University,1,Main Campus,12587,2,5,27
2015,211440,Carnegie Mellon University,1,Main Campus,12963,2,15,15
2016,211440,Carnegie Mellon University,1,Main Campus,13258,3,22,28
