,Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson,Location,Hate_Crimes,There are no data to download.
0,2001.0,164988.0,Boston University,1.0,Boston University Charles River Campus,27756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Noncampus,0.0,
1,2002.0,164988.0,Boston University,1.0,Boston University Charles River Campus,28982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
2,2003.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Noncampus,0.0,
3,2004.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Noncampus,0.0,
4,2005.0,164988.0,Boston University,1.0,Boston University Charles River Campus,30957.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Noncampus,0.0,
5,2006.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Noncampus,0.0,
6,2007.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,Noncampus,0.0,
7,2008.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31766.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,Noncampus,0.0,
8,2009.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31960.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Noncampus,0.0,
9,2010.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Noncampus,0.0,
10,2011.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Noncampus,0.0,
11,2012.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Noncampus,0.0,
12,2013.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32411.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,2.0,
13,2014.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
14,2015.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Noncampus,0.0,
15,2016.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Noncampus,0.0,
0,2001.0,164988.0,Boston University,1.0,Boston University Charles River Campus,27756.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,46.0,7.0,0.0,On_campus,0.0,
1,2002.0,164988.0,Boston University,1.0,Boston University Charles River Campus,28982.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,57.0,6.0,0.0,On_campus,0.0,
2,2003.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29049.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.0,6.0,1.0,On_campus,0.0,
3,2004.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29596.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,52.0,4.0,1.0,On_campus,0.0,
4,2005.0,164988.0,Boston University,1.0,Boston University Charles River Campus,30957.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,95.0,5.0,1.0,On_campus,0.0,
5,2006.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31574.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,117.0,4.0,1.0,On_campus,0.0,
6,2007.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32053.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,62.0,2.0,0.0,On_campus,0.0,
7,2008.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31766.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,59.0,1.0,1.0,On_campus,0.0,
8,2009.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31960.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,58.0,2.0,1.0,On_campus,0.0,
9,2010.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32727.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,59.0,0.0,1.0,On_campus,0.0,
10,2011.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32439.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,58.0,2.0,0.0,On_campus,8.0,
11,2012.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32603.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,42.0,1.0,0.0,On_campus,4.0,
12,2013.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32411.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,22.0,0.0,0.0,On_campus,2.0,
13,2014.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32112.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,5.0,18.0,1.0,0.0,On_campus,2.0,
14,2015.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32158.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,3.0,4.0,19.0,1.0,0.0,On_campus,2.0,
15,2016.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32695.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,21.0,1.0,1.0,On_campus,0.0,
0,2001.0,164988.0,Boston University,1.0,Boston University Charles River Campus,27756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,1.0,0.0,On_campus_Student_Housing_Facilities,0.0,
1,2002.0,164988.0,Boston University,1.0,Boston University Charles River Campus,28982.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
2,2003.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29049.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
3,2004.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29596.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
4,2005.0,164988.0,Boston University,1.0,Boston University Charles River Campus,30957.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
5,2006.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31574.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
6,2007.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32053.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
7,2008.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31766.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,35.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
8,2009.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31960.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,31.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
9,2010.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32727.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
10,2011.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32439.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,On_campus_Student_Housing_Facilities,8.0,
11,2012.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32603.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,On_campus_Student_Housing_Facilities,4.0,
12,2013.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32411.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,On_campus_Student_Housing_Facilities,2.0,
13,2014.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32112.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,On_campus_Student_Housing_Facilities,2.0,
14,2015.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32158.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
15,2016.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32695.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,On_campus_Student_Housing_Facilities,0.0,
0,2001.0,164988.0,Boston University,1.0,Boston University Charles River Campus,27756.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,Public_Property,0.0,
1,2002.0,164988.0,Boston University,1.0,Boston University Charles River Campus,28982.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,Public_Property,0.0,
2,2003.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29049.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,Public_Property,0.0,
3,2004.0,164988.0,Boston University,1.0,Boston University Charles River Campus,29596.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,Public_Property,0.0,
4,2005.0,164988.0,Boston University,1.0,Boston University Charles River Campus,30957.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,Public_Property,0.0,
5,2006.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,Public_Property,0.0,
6,2007.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32053.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,Public_Property,0.0,
7,2008.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31766.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,Public_Property,0.0,
8,2009.0,164988.0,Boston University,1.0,Boston University Charles River Campus,31960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,Public_Property,0.0,
9,2010.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,Public_Property,0.0,
10,2011.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32439.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,Public_Property,0.0,
11,2012.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32603.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,Public_Property,0.0,
12,2013.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32411.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,5.0,0.0,Public_Property,0.0,
13,2014.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,5.0,0.0,Public_Property,2.0,
14,2015.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32158.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,10.0,0.0,4.0,0.0,Public_Property,6.0,
15,2016.0,164988.0,Boston University,1.0,Boston University Charles River Campus,32695.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,8.0,0.0,Public_Property,0.0,
0,2001.0,164988.0,Boston University,1.0,Boston University Charles River Campus,27756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reported_by_Local_State_Police,,
0,2001.0,211431.0,Carlow University,1.0,Main Campus,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
1,2006.0,211431.0,Carlow University,1.0,Main Campus,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
2,2007.0,211431.0,Carlow University,1.0,Main Campus,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
3,2008.0,211431.0,Carlow University,1.0,Main Campus,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
4,2009.0,211431.0,Carlow University,1.0,Main Campus,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
5,2010.0,211431.0,Carlow University,1.0,Main Campus,2768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
6,2011.0,211431.0,Carlow University,1.0,Main Campus,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
7,2012.0,211431.0,Carlow University,1.0,Main Campus,2922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
8,2013.0,211431.0,Carlow University,1.0,Main Campus,3012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
9,2014.0,211431.0,Carlow University,1.0,Main Campus,2201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
10,2016.0,211431.0,Carlow University,1.0,Main Campus,2255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
0,2001.0,211431.0,Carlow University,1.0,Main Campus,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,On_campus,0.0,
1,2002.0,211431.0,Carlow University,1.0,Main Campus,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,On_campus,0.0,
2,2003.0,211431.0,Carlow University,1.0,Main Campus,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
3,2004.0,211431.0,Carlow University,1.0,Main Campus,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
4,2005.0,211431.0,Carlow University,1.0,Main Campus,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
5,2006.0,211431.0,Carlow University,1.0,Main Campus,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,On_campus,0.0,
6,2007.0,211431.0,Carlow University,1.0,Main Campus,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,On_campus,0.0,
7,2008.0,211431.0,Carlow University,1.0,Main Campus,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
8,2009.0,211431.0,Carlow University,1.0,Main Campus,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
9,2010.0,211431.0,Carlow University,1.0,Main Campus,2768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
10,2011.0,211431.0,Carlow University,1.0,Main Campus,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
11,2012.0,211431.0,Carlow University,1.0,Main Campus,2922.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
12,2013.0,211431.0,Carlow University,1.0,Main Campus,3012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
13,2014.0,211431.0,Carlow University,1.0,Main Campus,2201.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,2.0,
14,2015.0,211431.0,Carlow University,1.0,Main Campus,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,On_campus,0.0,
15,2016.0,211431.0,Carlow University,1.0,Main Campus,2255.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus,0.0,
0,2001.0,211431.0,Carlow University,1.0,Main Campus,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
1,2002.0,211431.0,Carlow University,1.0,Main Campus,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
2,2003.0,211431.0,Carlow University,1.0,Main Campus,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
3,2004.0,211431.0,Carlow University,1.0,Main Campus,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
4,2005.0,211431.0,Carlow University,1.0,Main Campus,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
5,2006.0,211431.0,Carlow University,1.0,Main Campus,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
6,2007.0,211431.0,Carlow University,1.0,Main Campus,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
7,2008.0,211431.0,Carlow University,1.0,Main Campus,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
8,2009.0,211431.0,Carlow University,1.0,Main Campus,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
9,2010.0,211431.0,Carlow University,1.0,Main Campus,2768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
10,2011.0,211431.0,Carlow University,1.0,Main Campus,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
11,2012.0,211431.0,Carlow University,1.0,Main Campus,2922.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
12,2013.0,211431.0,Carlow University,1.0,Main Campus,3012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
13,2014.0,211431.0,Carlow University,1.0,Main Campus,2201.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
14,2015.0,211431.0,Carlow University,1.0,Main Campus,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
15,2016.0,211431.0,Carlow University,1.0,Main Campus,2255.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,0.0,
0,2001.0,211431.0,Carlow University,1.0,Main Campus,1898.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,5.0,20.0,18.0,0.0,Public_Property,0.0,
1,2002.0,211431.0,Carlow University,1.0,Main Campus,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
2,2003.0,211431.0,Carlow University,1.0,Main Campus,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
3,2004.0,211431.0,Carlow University,1.0,Main Campus,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Public_Property,0.0,
4,2005.0,211431.0,Carlow University,1.0,Main Campus,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
5,2006.0,211431.0,Carlow University,1.0,Main Campus,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
6,2007.0,211431.0,Carlow University,1.0,Main Campus,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
7,2008.0,211431.0,Carlow University,1.0,Main Campus,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
8,2009.0,211431.0,Carlow University,1.0,Main Campus,2533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
9,2010.0,211431.0,Carlow University,1.0,Main Campus,2768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
10,2011.0,211431.0,Carlow University,1.0,Main Campus,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
11,2012.0,211431.0,Carlow University,1.0,Main Campus,2922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
12,2013.0,211431.0,Carlow University,1.0,Main Campus,3012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
13,2014.0,211431.0,Carlow University,1.0,Main Campus,2201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
14,2015.0,211431.0,Carlow University,1.0,Main Campus,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Public_Property,0.0,
15,2016.0,211431.0,Carlow University,1.0,Main Campus,2255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Public_Property,0.0,
0,2001.0,211440.0,Carnegie Mellon University,1.0,Main Campus,8588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Noncampus,0.0,
1,2002.0,211440.0,Carnegie Mellon University,1.0,Main Campus,9501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Noncampus,0.0,
2,2003.0,211440.0,Carnegie Mellon University,1.0,Main Campus,9756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Noncampus,0.0,
3,2004.0,211440.0,Carnegie Mellon University,1.0,Main Campus,9803.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,Noncampus,0.0,
4,2005.0,211440.0,Carnegie Mellon University,1.0,Main Campus,10017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,0.0,Noncampus,0.0,
5,2006.0,211440.0,Carnegie Mellon University,1.0,Main Campus,9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Noncampus,0.0,
6,2007.0,211440.0,Carnegie Mellon University,1.0,Main Campus,10326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
7,2008.0,211440.0,Carnegie Mellon University,1.0,Main Campus,10875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,Noncampus,0.0,
8,2009.0,211440.0,Carnegie Mellon University,1.0,Main Campus,11197.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,Noncampus,0.0,
9,2010.0,211440.0,Carnegie Mellon University,1.0,Main Campus,11340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Noncampus,0.0,
10,2011.0,211440.0,Carnegie Mellon University,1.0,Main Campus,11531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
11,2012.0,211440.0,Carnegie Mellon University,1.0,Main Campus,11978.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncampus,0.0,
