Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,190415,Cornell University,1,Endowed and Contract College Campuses,21679,4,5,2
2015,190415,Cornell University,1,Endowed and Contract College Campuses,21904,1,0,2
2016,190415,Cornell University,1,Endowed and Contract College Campuses,22319,4,3,4
