Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,227766,Richland College,1,Main Campus,19343,0,0,0
2015,227766,Richland College,1,Main Campus,16687,0,0,4
2016,227766,Richland College,1,Main Campus,18106,0,0,3
