Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,145600,University of Illinois at Chicago,1,University of Illinois at Chicago – Chicago Campus East,27969,5,0,4
2015,145600,University of Illinois at Chicago,1,University of Illinois at Chicago – Chicago Campus East,29048,6,0,7
2016,145600,University of Illinois at Chicago,1,University of Illinois at Chicago – Chicago Campus East,29120,8,0,12
