Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,170976,University of Michigan-Ann Arbor,1,Ann Arbor campus,43625,1,5,2
2015,170976,University of Michigan-Ann Arbor,1,Ann Arbor campus,43651,2,5,8
2016,170976,University of Michigan-Ann Arbor,1,Ann Arbor campus,44718,1,6,4
