Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,209551,University of Oregon,1,Main Campus,24096,1,1,1
2015,209551,University of Oregon,1,Main Campus,24032,0,0,0
2016,209551,University of Oregon,1,Main Campus,23546,0,0,1
