Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,228778,The University of Texas at Austin,1,The University of Texas at Austin,51313,8,1,3
2015,228778,The University of Texas at Austin,1,The University of Texas at Austin,50950,7,0,0
2016,228778,The University of Texas at Austin,1,The University of Texas at Austin,51331,8,1,0
