Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,190150,Columbia University in the City of New York,1,Morningside Campus,27589,0,0,0
2015,190150,Columbia University in the City of New York,1,Morningside Campus,28086,0,0,1
2016,190150,Columbia University in the City of New York,1,Morningside Campus,29372,1,0,1
