Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,127565,Metropolitan State University of Denver,1,Main Campus,21674,5,0,7
2015,127565,Metropolitan State University of Denver,1,Main Campus,20676,7,1,14
2016,127565,Metropolitan State University of Denver,1,Main Campus,20474,13,0,12
