Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,127565,Metropolitan State University of Denver,1,Main Campus,21674,1,1,0
2015,127565,Metropolitan State University of Denver,1,Main Campus,20676,1,0,0
2016,127565,Metropolitan State University of Denver,1,Main Campus,20474,1,1,0
