Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,209807,Portland State University,1,Portland State University,27696,4,0,4
2015,209807,Portland State University,1,Portland State University,27488,8,2,3
2016,209807,Portland State University,1,Portland State University,26627,5,1,3
