Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking
2014,209807,Portland State University,1,Portland State University,27696,7,0,6
2015,209807,Portland State University,1,Portland State University,27488,10,4,17
2016,209807,Portland State University,1,Portland State University,26627,7,5,20
